split,src_id,dst_id,relation_type,label
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadFinallyBaseIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadFinally,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableEqUInt8,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMinUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Min,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptT.instMonadLift,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadLift,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadBaseIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Pure,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLawfulIdentityBoolAndTrue,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LawfulIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instInhabitedTrue,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Meta.instInhabitedTransparencyMode,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instXorUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Xor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableIff,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::List.instForIn'InferInstanceMembership,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ForIn',instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprSubtype,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprAtomUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReprAtom,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instAndOp,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::AndOp,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStreamRange,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToStream,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instLTNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LT,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashableUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Int.decidableDvd,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instDecidableRelLe,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BitVec.instLawfulCommIdentityHMulOfNatOfNatNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Identity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Id.instLawfulMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LawfulApplicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadST,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Monad,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadEIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Seq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instAddUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Add,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Format.instCoeString,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Coe,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instAssociativeMax,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Associative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Data.AC.instReprExpr,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Int.instHShiftRightNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::HShiftRight,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instAndOpUSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::AndOp,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instRepr,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instSubFloat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Sub,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::FloatArray.instGetElemUSizeFloatLtNatValValSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::GetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadLiftBaseIOEIO,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadLift,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instApplicativeOfMonad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Applicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instLawfulGetElemNatLtSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::LawfulGetElem,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instReprSourceInfo,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHXorOfXor,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::HXor,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToStringUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToString,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Name.instBEq,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::BEq,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bool.instCommutativeOr,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.Commutative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ReaderT.instMonadExceptOf,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadExceptOf,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instMod,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Mod,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instLawfulIdentityHAddOfNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LawfulIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateT.instAlternative,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Pure,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Nat.instLawfulIdentityHMulOfNat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.LeftIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadEST,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bind,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ExceptT.finally,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadFinally,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Bool.instDecidableLe,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instHashableBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Hashable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instAddFloat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Add,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::UInt16.instInhabited,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::StateT.instAlternative,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Applicative,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instToBoolBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ToBool,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instShiftRightUInt8,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ShiftRight,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Lean.Meta.instReprConfig,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Repr,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ByteArray.instInhabited,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Inhabited,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Int.instDecidableEq,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Decidable,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instAndOpUInt32,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::AndOp,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instSubUSize,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Sub,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instOrdBool,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Ord,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ShareCommonT.monadShareCommon,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::MonadShareCommon,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Array.instCoeSubarray,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Coe,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instOfNatFloat,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::OfNat,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instSubUInt64,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Sub,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instShiftRightUInt16,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::ShiftRight,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Monad,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::SeqRight,extends_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Fin.instLawfulIdentityHAddNatOfNatHMul,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Std.RightIdentity,instance_ancestor,1
train,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::instMonadEST,7b6ecb9ad4829e4e73600a3329baeb3b5df8d23f::Pure,instance_ancestor,1
